record_id,student_id,semester,subject_code,subject_name,credits,marks_obtained,total_marks,pass_fail
64297,S02644,1,EC102,Engineering Physics,3,79,100,Pass
64298,S02644,1,EC103,Basic Electrical Engg,3,72,100,Pass
64299,S02644,1,EC104,Engineering Drawing,2,76,100,Pass
64300,S02644,1,EC105,Environmental Science,2,67,100,Pass
64301,S02644,2,EC201,Engineering Maths II,4,53,100,Pass
64302,S02644,2,EC202,Circuit Theory,4,62,100,Pass
64303,S02644,2,EC203,Electronic Devices,3,41,100,Pass
64304,S02644,2,EC204,Professional Communication,2,74,100,Pass
64305,S02644,2,EC205,Constitution of India,2,77,100,Pass
64306,S02644,3,EC301,Signals & Systems,4,45,100,Pass
64307,S02644,3,EC302,Analog Electronics,3,22,100,F
64308,S02644,3,EC303,Digital Electronics,3,85,100,Pass
64309,S02644,3,EC304,Electromagnetic Theory,4,20,100,F
64310,S02644,3,EC305,Network Analysis,3,88,100,Pass
64311,S02644,4,EC401,Communication Theory,4,55,100,Pass
64312,S02644,4,EC402,Microprocessors & Microcontrollers,4,63,100,Pass
64313,S02644,4,EC403,Digital Signal Processing,4,22,100,F
64314,S02644,4,EC404,Linear Integrated Circuits,3,49,100,Pass
64315,S02644,4,EC405,Control Systems,3,16,100,F
64316,S02644,5,EC501,VLSI Design,4,63,100,Pass
64317,S02644,5,EC502,Digital Communication,3,79,100,Pass
64318,S02644,5,EC503,Wireless Communication,3,73,100,Pass
64319,S02644,5,EC504,Embedded Systems,3,71,100,Pass
64320,S02644,5,EC505,Professional Ethics,2,72,100,Pass
64321,S02644,6,EC601,RF & Microwave Engg,4,52,100,Pass
64322,S02644,6,EC602,Antenna Theory,3,40,100,Pass
64323,S02644,6,EC603,Optical Communication,3,57,100,Pass
64324,S02644,6,EC604,IoT & Sensors,3,91,100,Pass
64325,S02644,6,EC605,Elective I,3,81,100,Pass
64326,S02644,7,EC701,5G & Advanced Comm,4,83,100,Pass
64327,S02644,7,EC702,Image Processing,3,80,100,Pass
64328,S02644,7,EC703,Project Management,3,81,100,Pass
64329,S02644,7,EC704,Elective II,3,69,100,Pass
64330,S02644,7,EC705,Mini Project,2,63,100,Pass
64331,S02644,8,EC801,Capstone Project,6,86,100,Pass
64332,S02644,8,EC802,Internship,4,74,100,Pass
64333,S02644,8,EC803,Elective III,3,37,100,F
64334,S02645,1,CS101,Engineering Maths I,4,79,100,Pass
64335,S02645,1,CS102,Engineering Physics,3,79,100,Pass
64336,S02645,1,CS103,C Programming,3,85,100,Pass
64337,S02645,1,CS104,Engineering Drawing,2,91,100,Pass
64338,S02645,1,CS105,Environmental Science,2,93,100,Pass
64339,S02645,2,CS201,Engineering Maths II,4,75,100,Pass
64340,S02645,2,CS202,Data Structures,4,92,100,Pass
64341,S02645,2,CS203,Digital Electronics,3,93,100,Pass
64342,S02645,2,CS204,Professional Communication,2,79,100,Pass
64343,S02645,2,CS205,Constitution of India,2,91,100,Pass
64344,S02645,3,CS301,DBMS,4,92,100,Pass
64345,S02645,3,CS302,OOP with Java,3,72,100,Pass
64346,S02645,3,CS303,Computer Organization,3,68,100,Pass
64347,S02645,3,CS304,Discrete Mathematics,4,75,100,Pass
64348,S02645,3,CS305,Software Engineering,3,70,100,Pass
64349,S02646,1,ME101,Engineering Maths I,4,45,100,Pass
64350,S02646,1,ME102,Engineering Physics,3,50,100,Pass
64351,S02646,1,ME103,Engineering Mechanics,4,88,100,Pass
64352,S02646,1,ME104,Engineering Drawing,2,68,100,Pass
64353,S02646,1,ME105,Environmental Science,2,59,100,Pass
64354,S02646,2,ME201,Engineering Maths II,4,23,100,F
64355,S02646,2,ME202,Thermodynamics,4,49,100,Pass
64356,S02646,2,ME203,Material Science,3,51,100,Pass
64357,S02646,2,ME204,Professional Communication,2,71,100,Pass
64358,S02646,2,ME205,Constitution of India,2,79,100,Pass
64359,S02646,3,ME301,Fluid Mechanics,4,56,100,Pass
64360,S02646,3,ME302,Manufacturing Processes,3,59,100,Pass
64361,S02646,3,ME303,Strength of Materials,4,77,100,Pass
64362,S02646,3,ME304,Kinematics of Machinery,3,59,100,Pass
64363,S02646,3,ME305,Metrology & Measurements,3,41,100,Pass
64364,S02646,4,ME401,Heat Transfer,4,19,100,F
64365,S02646,4,ME402,Machine Design I,4,65,100,Pass
64366,S02646,4,ME403,Dynamics of Machinery,3,41,100,Pass
64367,S02646,4,ME404,Applied Thermodynamics,3,27,100,F
64368,S02646,4,ME405,Manufacturing Technology,3,34,100,F
64369,S02647,1,ME101,Engineering Maths I,4,55,100,Pass
64370,S02647,1,ME102,Engineering Physics,3,50,100,Pass
64371,S02647,1,ME103,Engineering Mechanics,4,40,100,Pass
64372,S02647,1,ME104,Engineering Drawing,2,68,100,Pass
64373,S02647,1,ME105,Environmental Science,2,71,100,Pass
64374,S02647,2,ME201,Engineering Maths II,4,21,100,F
64375,S02647,2,ME202,Thermodynamics,4,79,100,Pass
64376,S02647,2,ME203,Material Science,3,78,100,Pass
64377,S02647,2,ME204,Professional Communication,2,62,100,Pass
64378,S02647,2,ME205,Constitution of India,2,88,100,Pass
64379,S02647,3,ME301,Fluid Mechanics,4,45,100,Pass
64380,S02647,3,ME302,Manufacturing Processes,3,21,100,F
64381,S02647,3,ME303,Strength of Materials,4,27,100,F
64382,S02647,3,ME304,Kinematics of Machinery,3,67,100,Pass
64383,S02647,3,ME305,Metrology & Measurements,3,57,100,Pass
64384,S02647,4,ME401,Heat Transfer,4,40,100,Pass
64385,S02647,4,ME402,Machine Design I,4,46,100,Pass
64386,S02647,4,ME403,Dynamics of Machinery,3,19,100,F
64387,S02647,4,ME404,Applied Thermodynamics,3,15,100,F
64388,S02647,4,ME405,Manufacturing Technology,3,62,100,Pass
64389,S02647,5,ME501,Machine Design II,4,64,100,Pass
64390,S02647,5,ME502,Industrial Engineering,3,71,100,Pass
64391,S02647,5,ME503,Finite Element Analysis,3,25,100,F
64392,S02647,5,ME504,Refrigeration & AC,3,18,100,F
64393,S02647,5,ME505,Professional Ethics,2,72,100,Pass
64394,S02647,6,ME601,CAD/CAM,4,60,100,Pass
64395,S02647,6,ME602,Robotics & Automation,3,86,100,Pass
64396,S02647,6,ME603,Power Plant Engineering,3,62,100,Pass
64397,S02647,6,ME604,Operations Research,3,59,100,Pass
64398,S02647,6,ME605,Elective I,3,61,100,Pass
64399,S02647,7,ME701,Advanced Manufacturing,4,62,100,Pass
64400,S02647,7,ME702,Product Design,3,72,100,Pass
64401,S02647,7,ME703,Project Management,3,85,100,Pass
64402,S02647,7,ME704,Elective II,3,73,100,Pass
64403,S02647,7,ME705,Mini Project,2,62,100,Pass
64404,S02647,8,ME801,Capstone Project,6,75,100,Pass
64405,S02647,8,ME802,Internship,4,83,100,Pass
64406,S02647,8,ME803,Elective III,3,38,100,F
64407,S02648,1,EC101,Engineering Maths I,4,70,100,Pass
64408,S02648,1,EC102,Engineering Physics,3,89,100,Pass
64409,S02648,1,EC103,Basic Electrical Engg,3,86,100,Pass
64410,S02648,1,EC104,Engineering Drawing,2,90,100,Pass
64411,S02648,1,EC105,Environmental Science,2,86,100,Pass
64412,S02648,2,EC201,Engineering Maths II,4,72,100,Pass
64413,S02648,2,EC202,Circuit Theory,4,60,100,Pass
64414,S02648,2,EC203,Electronic Devices,3,88,100,Pass
64415,S02648,2,EC204,Professional Communication,2,96,100,Pass
64416,S02648,2,EC205,Constitution of India,2,89,100,Pass
64417,S02648,3,EC301,Signals & Systems,4,47,100,Pass
64418,S02648,3,EC302,Analog Electronics,3,60,100,Pass
64419,S02648,3,EC303,Digital Electronics,3,80,100,Pass
64420,S02648,3,EC304,Electromagnetic Theory,4,27,100,F
64421,S02648,3,EC305,Network Analysis,3,68,100,Pass
64422,S02648,4,EC401,Communication Theory,4,74,100,Pass
64423,S02648,4,EC402,Microprocessors & Microcontrollers,4,86,100,Pass
64424,S02648,4,EC403,Digital Signal Processing,4,48,100,Pass
64425,S02648,4,EC404,Linear Integrated Circuits,3,91,100,Pass
64426,S02648,4,EC405,Control Systems,3,59,100,Pass
64427,S02648,5,EC501,VLSI Design,4,46,100,Pass
64428,S02648,5,EC502,Digital Communication,3,33,100,F
64429,S02648,5,EC503,Wireless Communication,3,72,100,Pass
64430,S02648,5,EC504,Embedded Systems,3,83,100,Pass
64431,S02648,5,EC505,Professional Ethics,2,96,100,Pass
64432,S02648,6,EC601,RF & Microwave Engg,4,66,100,Pass
64433,S02648,6,EC602,Antenna Theory,3,66,100,Pass
64434,S02648,6,EC603,Optical Communication,3,91,100,Pass
64435,S02648,6,EC604,IoT & Sensors,3,89,100,Pass
64436,S02648,6,EC605,Elective I,3,54,100,Pass
64437,S02649,1,ME101,Engineering Maths I,4,20,100,F
64438,S02649,1,ME102,Engineering Physics,3,64,100,Pass
64439,S02649,1,ME103,Engineering Mechanics,4,72,100,Pass
64440,S02649,1,ME104,Engineering Drawing,2,85,100,Pass
64441,S02649,1,ME105,Environmental Science,2,90,100,Pass
64442,S02649,2,ME201,Engineering Maths II,4,30,100,F
64443,S02649,2,ME202,Thermodynamics,4,49,100,Pass
64444,S02649,2,ME203,Material Science,3,67,100,Pass
64445,S02649,2,ME204,Professional Communication,2,83,100,Pass
64446,S02649,2,ME205,Constitution of India,2,77,100,Pass
64447,S02649,3,ME301,Fluid Mechanics,4,68,100,Pass
64448,S02649,3,ME302,Manufacturing Processes,3,56,100,Pass
64449,S02649,3,ME303,Strength of Materials,4,40,100,Pass
64450,S02649,3,ME304,Kinematics of Machinery,3,71,100,Pass
64451,S02649,3,ME305,Metrology & Measurements,3,74,100,Pass
64452,S02649,4,ME401,Heat Transfer,4,47,100,Pass
64453,S02649,4,ME402,Machine Design I,4,62,100,Pass
64454,S02649,4,ME403,Dynamics of Machinery,3,82,100,Pass
64455,S02649,4,ME404,Applied Thermodynamics,3,18,100,F
64456,S02649,4,ME405,Manufacturing Technology,3,61,100,Pass
64457,S02649,5,ME501,Machine Design II,4,53,100,Pass
64458,S02649,5,ME502,Industrial Engineering,3,59,100,Pass
64459,S02649,5,ME503,Finite Element Analysis,3,42,100,Pass
64460,S02649,5,ME504,Refrigeration & AC,3,69,100,Pass
64461,S02649,5,ME505,Professional Ethics,2,62,100,Pass
64462,S02649,6,ME601,CAD/CAM,4,46,100,Pass
64463,S02649,6,ME602,Robotics & Automation,3,33,100,F
64464,S02649,6,ME603,Power Plant Engineering,3,80,100,Pass
64465,S02649,6,ME604,Operations Research,3,62,100,Pass
64466,S02649,6,ME605,Elective I,3,73,100,Pass
64467,S02649,7,ME701,Advanced Manufacturing,4,66,100,Pass
64468,S02649,7,ME702,Product Design,3,97,100,Pass
64469,S02649,7,ME703,Project Management,3,92,100,Pass
64470,S02649,7,ME704,Elective II,3,62,100,Pass
64471,S02649,7,ME705,Mini Project,2,88,100,Pass
64472,S02649,8,ME801,Capstone Project,6,72,100,Pass
64473,S02649,8,ME802,Internship,4,93,100,Pass
64474,S02649,8,ME803,Elective III,3,26,100,F
64475,S02650,1,ME101,Engineering Maths I,4,57,100,Pass
64476,S02650,1,ME102,Engineering Physics,3,72,100,Pass
64477,S02650,1,ME103,Engineering Mechanics,4,86,100,Pass
64478,S02650,1,ME104,Engineering Drawing,2,79,100,Pass
64479,S02650,1,ME105,Environmental Science,2,72,100,Pass
64480,S02650,2,ME201,Engineering Maths II,4,73,100,Pass
64481,S02650,2,ME202,Thermodynamics,4,63,100,Pass
64482,S02650,2,ME203,Material Science,3,86,100,Pass
64483,S02650,2,ME204,Professional Communication,2,78,100,Pass
64484,S02650,2,ME205,Constitution of India,2,88,100,Pass
64485,S02650,3,ME301,Fluid Mechanics,4,39,100,F
64486,S02650,3,ME302,Manufacturing Processes,3,72,100,Pass
64487,S02650,3,ME303,Strength of Materials,4,21,100,F
64488,S02650,3,ME304,Kinematics of Machinery,3,59,100,Pass
64489,S02650,3,ME305,Metrology & Measurements,3,67,100,Pass
64490,S02650,4,ME401,Heat Transfer,4,40,100,Pass
64491,S02650,4,ME402,Machine Design I,4,80,100,Pass
64492,S02650,4,ME403,Dynamics of Machinery,3,51,100,Pass
64493,S02650,4,ME404,Applied Thermodynamics,3,80,100,Pass
64494,S02650,4,ME405,Manufacturing Technology,3,32,100,F
64495,S02650,5,ME501,Machine Design II,4,83,100,Pass
64496,S02650,5,ME502,Industrial Engineering,3,89,100,Pass
64497,S02650,5,ME503,Finite Element Analysis,3,34,100,F
64498,S02650,5,ME504,Refrigeration & AC,3,72,100,Pass
64499,S02650,5,ME505,Professional Ethics,2,87,100,Pass
64500,S02650,6,ME601,CAD/CAM,4,52,100,Pass
64501,S02650,6,ME602,Robotics & Automation,3,82,100,Pass
64502,S02650,6,ME603,Power Plant Engineering,3,60,100,Pass
64503,S02650,6,ME604,Operations Research,3,67,100,Pass
64504,S02650,6,ME605,Elective I,3,68,100,Pass
64505,S02651,1,CS101,Engineering Maths I,4,75,100,Pass
64506,S02651,1,CS102,Engineering Physics,3,65,100,Pass
64507,S02651,1,CS103,C Programming,3,33,100,F
64508,S02651,1,CS104,Engineering Drawing,2,76,100,Pass
64509,S02651,1,CS105,Environmental Science,2,89,100,Pass
64510,S02651,2,CS201,Engineering Maths II,4,43,100,Pass
64511,S02651,2,CS202,Data Structures,4,39,100,F
64512,S02651,2,CS203,Digital Electronics,3,50,100,Pass
64513,S02651,2,CS204,Professional Communication,2,67,100,Pass
64514,S02651,2,CS205,Constitution of India,2,82,100,Pass
64515,S02651,3,CS301,DBMS,4,47,100,Pass
64516,S02651,3,CS302,OOP with Java,3,64,100,Pass
64517,S02651,3,CS303,Computer Organization,3,46,100,Pass
64518,S02651,3,CS304,Discrete Mathematics,4,87,100,Pass
64519,S02651,3,CS305,Software Engineering,3,56,100,Pass
64520,S02651,4,CS401,Operating Systems,4,54,100,Pass
64521,S02651,4,CS402,Computer Networks,4,71,100,Pass
64522,S02651,4,CS403,Design & Analysis of Algorithms,4,60,100,Pass
64523,S02651,4,CS404,Microprocessors,3,87,100,Pass
64524,S02651,4,CS405,Web Technologies,3,86,100,Pass
64525,S02651,5,CS501,Compiler Design,4,19,100,F
64526,S02651,5,CS502,Artificial Intelligence,3,19,100,F
64527,S02651,5,CS503,Information Security,3,47,100,Pass
64528,S02651,5,CS504,Cloud Computing,3,79,100,Pass
64529,S02651,5,CS505,Professional Ethics,2,73,100,Pass
64530,S02651,6,CS601,Machine Learning,4,39,100,F
64531,S02651,6,CS602,Big Data Analytics,3,59,100,Pass
64532,S02651,6,CS603,Distributed Systems,3,76,100,Pass
64533,S02651,6,CS604,Mobile Computing,3,75,100,Pass
64534,S02651,6,CS605,Elective I,3,82,100,Pass
64535,S02652,1,ME101,Engineering Maths I,4,59,100,Pass
64536,S02652,1,ME102,Engineering Physics,3,53,100,Pass
64537,S02652,1,ME103,Engineering Mechanics,4,54,100,Pass
64538,S02652,1,ME104,Engineering Drawing,2,61,100,Pass
64539,S02652,1,ME105,Environmental Science,2,86,100,Pass
64540,S02652,2,ME201,Engineering Maths II,4,55,100,Pass
64541,S02652,2,ME202,Thermodynamics,4,80,100,Pass
64542,S02652,2,ME203,Material Science,3,60,100,Pass
64543,S02652,2,ME204,Professional Communication,2,63,100,Pass
64544,S02652,2,ME205,Constitution of India,2,79,100,Pass
64545,S02652,3,ME301,Fluid Mechanics,4,43,100,Pass
64546,S02652,3,ME302,Manufacturing Processes,3,51,100,Pass
64547,S02652,3,ME303,Strength of Materials,4,52,100,Pass
64548,S02652,3,ME304,Kinematics of Machinery,3,80,100,Pass
64549,S02652,3,ME305,Metrology & Measurements,3,63,100,Pass
64550,S02652,4,ME401,Heat Transfer,4,15,100,F
64551,S02652,4,ME402,Machine Design I,4,60,100,Pass
64552,S02652,4,ME403,Dynamics of Machinery,3,73,100,Pass
64553,S02652,4,ME404,Applied Thermodynamics,3,29,100,F
64554,S02652,4,ME405,Manufacturing Technology,3,53,100,Pass
64555,S02652,5,ME501,Machine Design II,4,21,100,F
64556,S02652,5,ME502,Industrial Engineering,3,62,100,Pass
64557,S02652,5,ME503,Finite Element Analysis,3,62,100,Pass
64558,S02652,5,ME504,Refrigeration & AC,3,72,100,Pass
64559,S02652,5,ME505,Professional Ethics,2,64,100,Pass
64560,S02652,6,ME601,CAD/CAM,4,40,100,Pass
64561,S02652,6,ME602,Robotics & Automation,3,79,100,Pass
64562,S02652,6,ME603,Power Plant Engineering,3,56,100,Pass
64563,S02652,6,ME604,Operations Research,3,59,100,Pass
64564,S02652,6,ME605,Elective I,3,25,100,F
64565,S02653,1,CS101,Engineering Maths I,4,34,100,F
64566,S02653,1,CS102,Engineering Physics,3,57,100,Pass
64567,S02653,1,CS103,C Programming,3,53,100,Pass
64568,S02653,1,CS104,Engineering Drawing,2,87,100,Pass
64569,S02653,1,CS105,Environmental Science,2,85,100,Pass
64570,S02653,2,CS201,Engineering Maths II,4,69,100,Pass
64571,S02653,2,CS202,Data Structures,4,58,100,Pass
64572,S02653,2,CS203,Digital Electronics,3,63,100,Pass
64573,S02653,2,CS204,Professional Communication,2,62,100,Pass
64574,S02653,2,CS205,Constitution of India,2,67,100,Pass
64575,S02653,3,CS301,DBMS,4,16,100,F
64576,S02653,3,CS302,OOP with Java,3,54,100,Pass
64577,S02653,3,CS303,Computer Organization,3,40,100,Pass
64578,S02653,3,CS304,Discrete Mathematics,4,55,100,Pass
64579,S02653,3,CS305,Software Engineering,3,72,100,Pass
64580,S02653,4,CS401,Operating Systems,4,15,100,F
64581,S02653,4,CS402,Computer Networks,4,70,100,Pass
64582,S02653,4,CS403,Design & Analysis of Algorithms,4,89,100,Pass
64583,S02653,4,CS404,Microprocessors,3,76,100,Pass
64584,S02653,4,CS405,Web Technologies,3,73,100,Pass
64585,S02653,5,CS501,Compiler Design,4,45,100,Pass
64586,S02653,5,CS502,Artificial Intelligence,3,50,100,Pass
64587,S02653,5,CS503,Information Security,3,82,100,Pass
64588,S02653,5,CS504,Cloud Computing,3,82,100,Pass
64589,S02653,5,CS505,Professional Ethics,2,79,100,Pass
64590,S02653,6,CS601,Machine Learning,4,61,100,Pass
64591,S02653,6,CS602,Big Data Analytics,3,61,100,Pass
64592,S02653,6,CS603,Distributed Systems,3,63,100,Pass
64593,S02653,6,CS604,Mobile Computing,3,70,100,Pass
64594,S02653,6,CS605,Elective I,3,18,100,F
64595,S02654,1,AI101,Engineering Maths I,4,36,100,F
64596,S02654,1,AI102,Statistics & Probability,3,33,100,F
64597,S02654,1,AI103,Python Programming,3,82,100,Pass
64598,S02654,1,AI104,Engineering Drawing,2,79,100,Pass
64599,S02654,1,AI105,Environmental Science,2,76,100,Pass
64600,S02654,2,AI201,Engineering Maths II,4,78,100,Pass
64601,S02654,2,AI202,Linear Algebra,4,38,100,F
64602,S02654,2,AI203,Data Structures,3,63,100,Pass
64603,S02654,2,AI204,Professional Communication,2,79,100,Pass
64604,S02654,2,AI205,Constitution of India,2,79,100,Pass
64605,S02655,1,EC101,Engineering Maths I,4,77,100,Pass
64606,S02655,1,EC102,Engineering Physics,3,66,100,Pass
64607,S02655,1,EC103,Basic Electrical Engg,3,70,100,Pass
64608,S02655,1,EC104,Engineering Drawing,2,72,100,Pass
64609,S02655,1,EC105,Environmental Science,2,64,100,Pass
64610,S02655,2,EC201,Engineering Maths II,4,58,100,Pass
64611,S02655,2,EC202,Circuit Theory,4,91,100,Pass
64612,S02655,2,EC203,Electronic Devices,3,79,100,Pass
64613,S02655,2,EC204,Professional Communication,2,92,100,Pass
64614,S02655,2,EC205,Constitution of India,2,76,100,Pass
64615,S02655,3,EC301,Signals & Systems,4,52,100,Pass
64616,S02655,3,EC302,Analog Electronics,3,51,100,Pass
64617,S02655,3,EC303,Digital Electronics,3,58,100,Pass
64618,S02655,3,EC304,Electromagnetic Theory,4,39,100,F
64619,S02655,3,EC305,Network Analysis,3,75,100,Pass
64620,S02655,4,EC401,Communication Theory,4,53,100,Pass
64621,S02655,4,EC402,Microprocessors & Microcontrollers,4,80,100,Pass
64622,S02655,4,EC403,Digital Signal Processing,4,83,100,Pass
64623,S02655,4,EC404,Linear Integrated Circuits,3,52,100,Pass
64624,S02655,4,EC405,Control Systems,3,79,100,Pass
64625,S02656,1,AI101,Engineering Maths I,4,79,100,Pass
64626,S02656,1,AI102,Statistics & Probability,3,24,100,F
64627,S02656,1,AI103,Python Programming,3,56,100,Pass
64628,S02656,1,AI104,Engineering Drawing,2,79,100,Pass
64629,S02656,1,AI105,Environmental Science,2,69,100,Pass
64630,S02656,2,AI201,Engineering Maths II,4,70,100,Pass
64631,S02656,2,AI202,Linear Algebra,4,43,100,Pass
64632,S02656,2,AI203,Data Structures,3,36,100,F
64633,S02656,2,AI204,Professional Communication,2,67,100,Pass
64634,S02656,2,AI205,Constitution of India,2,65,100,Pass
64635,S02656,3,AI301,DBMS,4,72,100,Pass
64636,S02656,3,AI302,OOP with Python,3,66,100,Pass
64637,S02656,3,AI303,Probability & Random Processes,4,83,100,Pass
64638,S02656,3,AI304,Computer Vision Basics,3,86,100,Pass
64639,S02656,3,AI305,Software Engineering,3,50,100,Pass
64640,S02656,4,AI401,Machine Learning,4,60,100,Pass
64641,S02656,4,AI402,Deep Learning Fundamentals,4,57,100,Pass
64642,S02656,4,AI403,Natural Language Processing,3,84,100,Pass
64643,S02656,4,AI404,Big Data Technologies,3,78,100,Pass
64644,S02656,4,AI405,Web Technologies,3,88,100,Pass
64645,S02656,5,AI501,Reinforcement Learning,4,51,100,Pass
64646,S02656,5,AI502,Computer Vision,3,87,100,Pass
64647,S02656,5,AI503,AI Ethics & Fairness,2,72,100,Pass
64648,S02656,5,AI504,Cloud & MLOps,3,20,100,F
64649,S02656,5,AI505,Professional Ethics,2,85,100,Pass
64650,S02656,6,AI601,Generative AI,4,29,100,F
64651,S02656,6,AI602,Time Series Analysis,3,57,100,Pass
64652,S02656,6,AI603,Recommender Systems,3,61,100,Pass
64653,S02656,6,AI604,Edge AI,3,87,100,Pass
64654,S02656,6,AI605,Elective I,3,76,100,Pass
64655,S02656,7,AI701,Advanced Deep Learning,4,45,100,Pass
64656,S02656,7,AI702,AI Product Development,3,65,100,Pass
64657,S02656,7,AI703,Research Methodology,3,85,100,Pass
64658,S02656,7,AI704,Elective II,3,62,100,Pass
64659,S02656,7,AI705,Mini Project,2,64,100,Pass
64660,S02656,8,AI801,Capstone Project,6,87,100,Pass
64661,S02656,8,AI802,Internship,4,70,100,Pass
64662,S02656,8,AI803,Elective III,3,30,100,F
64663,S02657,1,CS101,Engineering Maths I,4,33,100,F
64664,S02657,1,CS102,Engineering Physics,3,57,100,Pass
64665,S02657,1,CS103,C Programming,3,64,100,Pass
64666,S02657,1,CS104,Engineering Drawing,2,94,100,Pass
64667,S02657,1,CS105,Environmental Science,2,71,100,Pass
64668,S02657,2,CS201,Engineering Maths II,4,80,100,Pass
64669,S02657,2,CS202,Data Structures,4,84,100,Pass
64670,S02657,2,CS203,Digital Electronics,3,63,100,Pass
64671,S02657,2,CS204,Professional Communication,2,91,100,Pass
64672,S02657,2,CS205,Constitution of India,2,90,100,Pass
64673,S02658,1,CS101,Engineering Maths I,4,57,100,Pass
64674,S02658,1,CS102,Engineering Physics,3,89,100,Pass
64675,S02658,1,CS103,C Programming,3,93,100,Pass
64676,S02658,1,CS104,Engineering Drawing,2,96,100,Pass
64677,S02658,1,CS105,Environmental Science,2,92,100,Pass
64678,S02658,2,CS201,Engineering Maths II,4,90,100,Pass
64679,S02658,2,CS202,Data Structures,4,88,100,Pass
64680,S02658,2,CS203,Digital Electronics,3,66,100,Pass
64681,S02658,2,CS204,Professional Communication,2,86,100,Pass
64682,S02658,2,CS205,Constitution of India,2,79,100,Pass
64683,S02658,3,CS301,DBMS,4,69,100,Pass
64684,S02658,3,CS302,OOP with Java,3,92,100,Pass
64685,S02658,3,CS303,Computer Organization,3,79,100,Pass
64686,S02658,3,CS304,Discrete Mathematics,4,54,100,Pass
64687,S02658,3,CS305,Software Engineering,3,82,100,Pass
64688,S02658,4,CS401,Operating Systems,4,83,100,Pass
64689,S02658,4,CS402,Computer Networks,4,74,100,Pass
64690,S02658,4,CS403,Design & Analysis of Algorithms,4,59,100,Pass
64691,S02658,4,CS404,Microprocessors,3,71,100,Pass
64692,S02658,4,CS405,Web Technologies,3,78,100,Pass
64693,S02658,5,CS501,Compiler Design,4,71,100,Pass
64694,S02658,5,CS502,Artificial Intelligence,3,70,100,Pass
64695,S02658,5,CS503,Information Security,3,60,100,Pass
64696,S02658,5,CS504,Cloud Computing,3,73,100,Pass
64697,S02658,5,CS505,Professional Ethics,2,97,100,Pass
64698,S02658,6,CS601,Machine Learning,4,56,100,Pass
64699,S02658,6,CS602,Big Data Analytics,3,91,100,Pass
64700,S02658,6,CS603,Distributed Systems,3,89,100,Pass
64701,S02658,6,CS604,Mobile Computing,3,97,100,Pass
64702,S02658,6,CS605,Elective I,3,95,100,Pass
64703,S02659,1,EC101,Engineering Maths I,4,79,100,Pass
64704,S02659,1,EC102,Engineering Physics,3,77,100,Pass
64705,S02659,1,EC103,Basic Electrical Engg,3,81,100,Pass
64706,S02659,1,EC104,Engineering Drawing,2,94,100,Pass
64707,S02659,1,EC105,Environmental Science,2,72,100,Pass
64708,S02659,2,EC201,Engineering Maths II,4,71,100,Pass
64709,S02659,2,EC202,Circuit Theory,4,96,100,Pass
64710,S02659,2,EC203,Electronic Devices,3,85,100,Pass
64711,S02659,2,EC204,Professional Communication,2,93,100,Pass
64712,S02659,2,EC205,Constitution of India,2,89,100,Pass
64713,S02659,3,EC301,Signals & Systems,4,89,100,Pass
64714,S02659,3,EC302,Analog Electronics,3,60,100,Pass
64715,S02659,3,EC303,Digital Electronics,3,62,100,Pass
64716,S02659,3,EC304,Electromagnetic Theory,4,65,100,Pass
64717,S02659,3,EC305,Network Analysis,3,83,100,Pass
64718,S02659,4,EC401,Communication Theory,4,78,100,Pass
64719,S02659,4,EC402,Microprocessors & Microcontrollers,4,71,100,Pass
64720,S02659,4,EC403,Digital Signal Processing,4,62,100,Pass
64721,S02659,4,EC404,Linear Integrated Circuits,3,65,100,Pass
64722,S02659,4,EC405,Control Systems,3,80,100,Pass
64723,S02659,5,EC501,VLSI Design,4,83,100,Pass
64724,S02659,5,EC502,Digital Communication,3,74,100,Pass
64725,S02659,5,EC503,Wireless Communication,3,64,100,Pass
64726,S02659,5,EC504,Embedded Systems,3,52,100,Pass
64727,S02659,5,EC505,Professional Ethics,2,74,100,Pass
64728,S02659,6,EC601,RF & Microwave Engg,4,58,100,Pass
64729,S02659,6,EC602,Antenna Theory,3,61,100,Pass
64730,S02659,6,EC603,Optical Communication,3,68,100,Pass
64731,S02659,6,EC604,IoT & Sensors,3,93,100,Pass
64732,S02659,6,EC605,Elective I,3,66,100,Pass
64733,S02660,1,EC101,Engineering Maths I,4,58,100,Pass
64734,S02660,1,EC102,Engineering Physics,3,70,100,Pass
64735,S02660,1,EC103,Basic Electrical Engg,3,52,100,Pass
64736,S02660,1,EC104,Engineering Drawing,2,89,100,Pass
64737,S02660,1,EC105,Environmental Science,2,74,100,Pass
64738,S02660,2,EC201,Engineering Maths II,4,57,100,Pass
64739,S02660,2,EC202,Circuit Theory,4,48,100,Pass
64740,S02660,2,EC203,Electronic Devices,3,68,100,Pass
64741,S02660,2,EC204,Professional Communication,2,75,100,Pass
64742,S02660,2,EC205,Constitution of India,2,85,100,Pass
64743,S02661,1,ME101,Engineering Maths I,4,22,100,F
64744,S02661,1,ME102,Engineering Physics,3,58,100,Pass
64745,S02661,1,ME103,Engineering Mechanics,4,40,100,Pass
64746,S02661,1,ME104,Engineering Drawing,2,79,100,Pass
64747,S02661,1,ME105,Environmental Science,2,76,100,Pass
64748,S02661,2,ME201,Engineering Maths II,4,23,100,F
